ecoregion,scientific_name,common_name,class,conservation_status,habitat_type,image_url,attribution,description
Congo Basin,Hammer-headed bat,Hammer-headed bat,MAMMALIA,VU,Riverine forest,https://upload.wikimedia.org/wikipedia/commons/5/53/Hypsignathus_monstrosus.png,Wikimedia Commons,"The hammer-headed bat, also known as hammer-headed fruit bat, big-lipped bat, and hammerhead bat, is a megabat widely distributed in West and Central Africa. It is the only member of the genus Hypsignathus, which is part of the tribe Epomophorini along with four other genera. It is the largest bat in continental Africa, with wingspans approaching 1 m (3.3 ft), and males are almost twice as heavy as females. Males and females also greatly differ in appearance, making it the most sexually dimorphic bat species in the world. These differences include several adaptations that help males produce and amplify vocalizations: the males' larynges are about three times as large as those of females, and they have large resonating chambers on their faces. Females appear more like a typical megabat, with foxlike faces."
Congo Basin,Lord Derby's anomalure,Lord Derby's anomalure,MAMMALIA,LC,Primary forest,,,
Congo Basin,African golden cat,African golden cat,MAMMALIA,VU,Montane forest,https://upload.wikimedia.org/wikipedia/commons/c/c4/Caracal_aurata_2.jpg,Wikimedia Commons,"The African golden cat is a wild cat endemic to the rainforests of West and Central Africa. It is threatened due to deforestation and bushmeat hunting and listed as Vulnerable on the IUCN Red List. It is a close relative of both the caracal and the serval. Previously, it was placed in the genus Profelis. Its body size ranges from 61 to 101 cm with a 16 to 46 cm long tail."
Congo Basin,African leopard,African leopard,MAMMALIA,NT,Forest mosaic,https://upload.wikimedia.org/wikipedia/commons/7/70/African_leopard_male_%28cropped%29.jpg,Wikimedia Commons,"The African leopard is the nominate subspecies of the leopard, native to Africa. It is widely distributed in most of sub-Saharan Africa, but the historical range has been fragmented in the course of habitat conversion. Leopards have also been recorded in North Africa as well."
Congo Basin,African palm civet,African palm civet,MAMMALIA,LC,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/2/24/Nandinia_binotata%2C_Manchester_Museum.jpg,Wikimedia Commons,"The African palm civet, also known as the two-spotted palm civet, is a small feliform mammal widely distributed in sub-Saharan Africa. It is listed as least concern on the IUCN Red List. It is the sole member of the superfamily Nandinioidea and the most genetically isolated carnivoran."
Congo Basin,Red river hog,Red river hog,MAMMALIA,LC,Rainforest,https://upload.wikimedia.org/wikipedia/commons/4/44/Pinselohrschwein_Potamochoerus_porcus_Tierpark_Hellabrunn-5.jpg,Wikimedia Commons,"The red river hog or bushpig is a wild member of the pig family living in Africa, with most of its distribution in the Guinean and Congolian forests. It is rarely seen away from rainforests, and generally prefers areas near rivers or swamps."
Congo Basin,African dwarf crocodile,African dwarf crocodile,REPTILIA,VU,Forest streams,https://upload.wikimedia.org/wikipedia/commons/1/14/Crocodile_nain_aquarium_porte_dor%C3%A9e_Paris.JPG,Wikimedia Commons,"Osteolaemus is a genus of crocodiles. They are small, secretive crocodiles that occur in wetlands of West and Middle Africa. They are commonly known as the African dwarf crocodiles. Unlike other crocodiles, Osteolaemus are strictly nocturnal."
Congo Basin,African jacana,African jacana,AVES,LC,Flooded wetlands,https://upload.wikimedia.org/wikipedia/commons/7/76/African_jacana_actophilornis_africanus.jpg,Wikimedia Commons,"The African jacana is a wader in the family Jacanidae. It has long toes and long claws that enables it to walk on floating vegetation in shallow lakes, its preferred habitat. It is widely distributed in sub-Saharan Africa. For the origin and pronunciation of the name, see Jacanidae."
Congo Basin,Great blue turaco,Great blue turaco,AVES,LC,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/7/70/017_Great_blue_turaco_at_Kibale_forest_National_Park_Photo_by_Giles_Laurent.jpg,Wikimedia Commons,"The great blue turaco is a bird species of the family Musophagidae. At 70–76 cm (28–30 in) in length, it is the largest species of turaco. It has predominantly grey-blue plumage with an upright blue-black crest around 10 cm (3.9 in) high. The male and female have similar plumage. It is widespread throughout the African tropical rainforest."
Congo Basin,Archispirostreptus gigas,Giant African millipede,INSECTA,LC,Forest floor,https://upload.wikimedia.org/wikipedia/commons/f/f5/Archispirostreptus-Gigas-Amphitheatre.jpg,Wikimedia Commons,"Archispirostreptus gigas, known as the giant African millipede, shongololo or Bongololo, is the largest extant species of millipede, growing up to 33.5 centimetres (13.2 in) in length, 67 millimetres (2.6 in) in circumference. It has approximately 256 legs, although the number of legs changes with each molting so it can vary according to each individual."
Congo Basin,Aucoumea klaineana,Okoumé,MAGNOLIOPSIDA,VU,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/d/d1/MPADN0021.jpg,Wikimedia Commons,"Aucoumea klaineana is a tree in the family Burseraceae, native to equatorial west Africa in Gabon, the Republic of the Congo, and Río Muni. It is a large hardwood tree growing to 30–40 m tall, rarely larger, with a trunk 1.0–2.5 m diameter above the often large basal buttresses. The tree generally grows in small stands, with the roots of the trees intertwined with neighboring trees. In Gabon, it is the primary timber species."
Congo Basin,Milicia excelsa,African teak,MAGNOLIOPSIDA,NT,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/f/f3/Milicia_roadside_small.jpg,Wikimedia Commons,"Milicia excelsa is a tree species from the genus Milicia of the family Moraceae. Distributed across tropical Central Africa, it is one of two species yielding timber commonly known as ọjị, African teak, iroko, intule, kambala, moreira, mvule, odum and tule. The tree has several medicinal applications and is considered sacred in parts of West Africa. It is currently listed as ""near-threatened"" by the International Union for Conservation of Nature."
Congo Basin,Entandrophragma cylindricum,Sapele,MAGNOLIOPSIDA,VU,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/0/07/Sapele_Tree_Congo_Brazzaville.jpg,Wikimedia Commons,"Entandrophragma cylindricum is a tree of the genus Entandrophragma of the family Meliaceae. It is commonly known as sapele or sapelli or sapele mahogany, as well as aboudikro, assi, and muyovu."
Congo Basin,Raphia hookeri,Raffia palm,MAGNOLIOPSIDA,LC,Swamp forest,https://upload.wikimedia.org/wikipedia/commons/3/3e/Raphia_hookeri.jpg,Wikimedia Commons,"Raphia hookeri is a palm species in the family Arecaceae or Palmae. It is found in Western and Central Africa, where it is locally used to make palm wine. It is best noted for its very long leaflets which in the subspecies R. h. gigantea, of Ghana and Ivory Coast, can be 11 ft 6 in in length, while only two inches wide. These are the longest leaflets known from any plant."
Madagascar,Ring-tailed lemur,Ring-tailed lemur,MAMMALIA,EN,Dry forests,https://upload.wikimedia.org/wikipedia/commons/0/0b/Ring-tailed_lemur_%28Lemur_catta%29.jpg,Wikimedia Commons,"The ring-tailed lemur is a medium- to larger-sized strepsirrhine (wet-nosed) primate and the most internationally recognized lemur species, owing to its long, black-and-white, ringed tail. It belongs to Lemuridae, one of five lemur families, and is the only member of the Lemur genus. Like all lemurs, it is endemic to the island of Madagascar, where it is endangered. Known locally in Malagasy as maky or hira, it ranges from gallery forests to spiny scrub in the southern regions of the island. It is omnivorous, as well as the most adapted to living terrestrially of the extant lemurs."
Madagascar,Indri,Indri,MAMMALIA,EN,Eastern rainforests,https://upload.wikimedia.org/wikipedia/commons/0/0d/Indri_%28Indri_indri%29.jpg,Wikimedia Commons,"The indri, also called the babakoto, is one of the largest living lemurs, with a head-body length of about 64–72 cm and a weight of between 6 and 9.5 kg. It has a black and white coat and maintains an upright posture when climbing or clinging. It is monogamous and lives in small family groups, moving through the canopy, and is herbivorous, feeding mainly on leaves but also seeds, fruits, and flowers. The groups are quite vocal, communicating with other groups by singing, roaring and other vocalisations."
Madagascar,Aye-aye,Aye-aye,MAMMALIA,EN,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/a/a2/Wild_aye_aye.jpg,Wikimedia Commons,"The aye-aye is a long-fingered lemur, a strepsirrhine primate native to Madagascar with rodent-like teeth that perpetually grow and a special thin middle finger that they can use to catch grubs and larvae out of tree trunks."
Madagascar,Fossa,Fossa,MAMMALIA,VU,Forest interior,https://upload.wikimedia.org/wikipedia/en/5/5f/Disambig_gray.svg,Wikimedia Commons,Fossa may refer to:
Madagascar,Madagascar hissing cockroach,Madagascar hissing cockroach,INSECTA,LC,Forest floor,https://upload.wikimedia.org/wikipedia/commons/4/46/Female_Madagascar_hissing_cockroach.JPG,Wikimedia Commons,"The Madagascar hissing cockroach, also known as the hissing cockroach or simply hisser, is one of the largest species of cockroach, reaching 5 to 7.5 centimetres at maturity. They are native to the island of Madagascar, which is off the African mainland, where they are commonly found in rotting logs. It is one of some 20 known species of large hissing roaches from Madagascar, many of which are kept as pets, and often confused with one another by pet dealers; in particular, G. portentosa is commonly confused with G. oblongonota and G. picea."
Madagascar,Tomato frog,Tomato frog,AMPHIBIA,NT,Rainforest swamps,https://upload.wikimedia.org/wikipedia/commons/c/c2/TomatoFrog.jpg,Wikimedia Commons,"Tomato frogs are any of the three species of genus Dyscophus : D. antongilii, D. insularis, or D. guineti. Dyscophus is the only genus in subfamily Dyscophinae. They are endemic to Madagascar."
Madagascar,Panther chameleon,Panther chameleon,REPTILIA,VU,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/2/2d/Panther_chameleon_%28Furcifer_pardalis%29_male_Nosy_Be.jpg,Wikimedia Commons,"The panther chameleon is a species of chameleon found in the eastern and northern parts of Madagascar in a tropical forest biome. Additionally, it has been introduced to Réunion and Mauritius, as well as the state of Florida within the United States."
Madagascar,Madagascar fish eagle,Madagascar fish eagle,AVES,EN,Lakes and wetlands,https://upload.wikimedia.org/wikipedia/commons/3/36/Madagascar_Fish_Eagle%2C_Lake_Ravelobe%2C_Ankarafantsika_National_Park%2C_Madagascar.jpg,Wikimedia Commons,"The Madagascar fish eagle or Madagascar sea-eagle, is a large bird of prey in the family Accipitridae which also includes many other diurnal raptors such as kites, buzzards and harriers. It is endemic to the coastal strip in the northwest of Madagascar. It is about 63 cm (25 in) long and has a pale brown head, dark brown body and white tail. The Madagascar fish eagle has been suffering from a declining population and is threatened by habitat destruction and persecution, and the International Union for Conservation of Nature has rated its conservation status as being ""critically endangered""."
Madagascar,Madagascar pochard,Madagascar pochard,AVES,CR,Highland lakes,https://upload.wikimedia.org/wikipedia/commons/d/d1/Madagascar_Pochard%2C_Captive_Breeding_Program%2C_Madagascar_2.jpg,Wikimedia Commons,"The Madagascar pochard or Madagascan pochard is an extremely rare diving duck of the genus Aythya. Thought to be extinct in the late 1990s, specimens of the species were rediscovered at Lake Matsaborimena near Bemanevika in Madagascar in 2006. By 2017, a captive breeding program had produced a population of around 90 individuals. The birds were reintroduced to the wild in December 2018."
Madagascar,Radiated tortoise,Radiated tortoise,REPTILIA,CR,Spiny forest,https://upload.wikimedia.org/wikipedia/commons/9/92/Radiated_tortoise_%28Astrochelys_radiata%29_Tsimanampetsotsa.jpg,Wikimedia Commons,"The radiated tortoise is a tortoise species in the family Testudinidae. Although this species is native to and most abundant in southern Madagascar, it can also be found in the rest of this island, and has been introduced to the islands of Réunion and Mauritius. It is a very long-lived species, with recorded lifespans of up to 188 years. These tortoises are classified as critically endangered by the IUCN, mainly because of the destruction of their habitat and because of poaching."
Madagascar,Ploughshare tortoise,Ploughshare tortoise,REPTILIA,CR,Dry deciduous forest,https://upload.wikimedia.org/wikipedia/commons/3/30/Ploughshare_Tortoise_%28Astrochelys_yniphora%29_%2820359393031%29.jpg,Wikimedia Commons,"The angonoka tortoise is a critically endangered species of tortoise severely threatened by poaching for the illegal pet trade. It is endemic to Madagascar. It is also known as the angonoka, ploughshare tortoise, Madagascar tortoise, or Madagascar angulated tortoise. There may be fewer than 400 of these tortoises left in the wild. It is found only in the dry forests of the Baly Bay area of northwestern Madagascar, near the town of Soalala. A captive-breeding facility was established in 1986 by the Jersey Wildlife Preservation Trust in collaboration with the Water and Forests Department. In 1996, 75 tortoises were stolen, which later appeared for sale in the Netherlands. The project was ultimately successful, achieving 224 captive-bred juveniles out of 17 adults in 2004. Project Angonoka developed conservation plans that involved local communities making firebreaks, along with the creation of a park to protect the tortoise and the forests. Monitoring of the angonoka tortoise in the global pet trade has also continued to be advocated."
Madagascar,Malagasy giant rat,Malagasy giant rat,MAMMALIA,EN,Dry forest,https://upload.wikimedia.org/wikipedia/commons/c/c2/Malagasy_giant_rat.jpg,Wikimedia Commons,"The Malagasy giant rat, also known as the votsotsa or votsovotsa, is a nesomyid rodent found only in the Menabe region of Madagascar. It is an endangered species due to habitat loss, slow reproduction, and limited range Pairs are monogamous and females bear only one or two young per year. It is the only extant species in the genus Hypogeomys; another species, Hypogeomys australis, is known from subfossil remains a few thousand years old."
Madagascar,Coquerel's sifaka,Coquerel's sifaka,MAMMALIA,CR,Dry deciduous forest,https://upload.wikimedia.org/wikipedia/commons/4/4e/Propithecus_coquereli_02.jpg,Wikimedia Commons,"Coquerel's sifaka is a diurnal, medium-sized lemur of the sifaka genus Propithecus. It is native to northwest Madagascar. Coquerel's sifaka was once considered a subspecies of Verreaux's sifaka but was eventually granted full species status. It is listed as Critically Endangered on the IUCN Red List due to habitat loss and hunting."
Madagascar,Verreaux's sifaka,Verreaux's sifaka,MAMMALIA,CR,Spiny forest,https://upload.wikimedia.org/wikipedia/commons/4/44/Verreauxs_Sifika_Kirindy_Madagascar.jpg,Wikimedia Commons,"Verreaux's sifaka, or the white sifaka, is a medium-sized primate in one of the lemur families, the Indriidae. Critically Endangered, it lives in Madagascar and can be found in a variety of habitats from rainforest to dry deciduous forests of western Madagascar and the spiny thickets of the south. Its fur is thick and silky and generally white with brown on the sides, top of the head, and on the arms. Like all sifakas, it has a long tail that it uses as a balance when leaping from tree to tree. However, its body is so highly adapted to an arboreal existence, on the ground its only means of locomotion is hopping. The species lives in small troops which forage for food."
Madagascar,Black-and-white ruffed lemur,Black-and-white ruffed lemur,MAMMALIA,EN,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/4/4a/1_black_and_white_ruffed_lemur.jpg,Wikimedia Commons,"The black-and-white ruffed lemur is an endangered species of ruffed lemur, one of two which are endemic to the island of Madagascar. Despite having a larger range than the red ruffed lemur, it has a much smaller population that is spread out, living in lower population densities and reproductively isolated. It also has less coverage and protection in large national parks than the red ruffed lemur. Three subspecies of black-and-white ruffed lemur have been recognized since the red ruffed lemur was elevated to species status in 2001."
Madagascar,Red ruffed lemur,Red ruffed lemur,MAMMALIA,EN,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/c/cf/Red_ruffed_lemur_%28Varecia_rubra%29.jpg,Wikimedia Commons,"The red ruffed lemur is one of two species in the genus Varecia, the ruffed lemurs; the other is the black-and-white ruffed lemur. Like all lemurs, it is native to Madagascar. It occurs only in the rainforests of Masoala, in the northeast of the island. It is one of the largest primates of Madagascar with a body length of 53 cm, a tail length of 60 cm and a weight of 3.3–3.6 kg. Its soft, thick fur is red and black in color and sports a buff or cream colored spot at the nape, but a few are known to have a white or pink patch on the back of the limbs or digits and a ring on the base of the tail in a similar color."
Madagascar,Crowned lemur,Crowned lemur,MAMMALIA,VU,Dry forest,https://upload.wikimedia.org/wikipedia/commons/5/54/Crowned_lemur_%28Eulemur_coronatus%29_male.jpg,Wikimedia Commons,The crowned lemur is a lemur that is 31–36 cm (12–14 in) long and weighs 2 kg (4.4 lb). Its tail is about 42–51 cm (17–20 in) long.
Madagascar,Golden bamboo lemur,Golden bamboo lemur,MAMMALIA,EN,Rainforest bamboo,https://upload.wikimedia.org/wikipedia/commons/1/14/Golden_bamboo_lemur_%28Hapalemur_aureus%29.jpg,Wikimedia Commons,"The golden bamboo lemur, bokombolomena or varibolomena in Malagasy, is a medium-sized bamboo lemur endemic to south-eastern Madagascar."
Madagascar,Greater bamboo lemur,Greater bamboo lemur,MAMMALIA,EN,Bamboo forest,https://upload.wikimedia.org/wikipedia/commons/5/5f/Greater_bamboo_lemur_%28Prolemur_simus%29_male.jpg,Wikimedia Commons,"The greater bamboo lemur, also known as the broad-nosed bamboo lemur and the broad-nosed gentle lemur, is a species of lemur endemic to the island of Madagascar."
Madagascar,Silky sifaka,Silky sifaka,MAMMALIA,CR,Montane rainforest,https://upload.wikimedia.org/wikipedia/commons/c/cd/Propithecus_candidus_001.jpg,Wikimedia Commons,"The silky sifaka is a large lemur characterized by long, silky, white fur. It has a very restricted range in northeastern Madagascar, where it is known locally as the simpona. It is one of the rarest mammals on Earth. The silky sifaka is one of nine sifaka species, and one of four former subspecies of diademed sifaka (P. diadema). Studies in 2004 and 2007 compared external proportions, genetics, and craniodental anatomy supporting full species status, which has generally been accepted."
Madagascar,Diademed sifaka,Diademed sifaka,MAMMALIA,EN,Montane rainforest,https://upload.wikimedia.org/wikipedia/commons/e/e5/Diademed_sifaka_%28Propithecus_diadema%29.jpg,Wikimedia Commons,"The diademed sifaka, or diademed simpona, is an endangered species of sifaka, one of the lemurs endemic to certain rainforests in eastern Madagascar. Along with the indri, this species is one of the two largest living lemurs, with an average weight of 6.5 kg and a total adult length of approximately 105 centimetres (41 inches), half of which is its tail. Russell Mittermeier, one of the contemporary authorities on lemurs, describes the diademed sifaka as ""one of the most colorful and attractive of all the lemurs"", having a long and silky coat. P. diadema is also known by the Malagasy names simpona, simpony and ankomba joby. The term ""diademed sifaka"" is also used as a group species designation formerly encompassing four distinct subspecies."
Madagascar,Fat-tailed dwarf lemur,Fat-tailed dwarf lemur,MAMMALIA,VU,Dry forest,https://upload.wikimedia.org/wikipedia/commons/c/c3/Cheirogaleus-medius.jpg,Wikimedia Commons,"The fat-tailed dwarf lemur, also known as the lesser dwarf lemur, western fat-tailed dwarf lemur, or spiny forest dwarf lemur, is endemic to Madagascar."
Madagascar,Madame Berthe's mouse lemur,Madame Berthe's mouse lemur,MAMMALIA,EN,Dry deciduous forest,https://upload.wikimedia.org/wikipedia/commons/a/a9/Madame_Berthe%27s_Mouse_Lemur.jpg,Wikimedia Commons,"Madame Berthe's mouse lemur or Berthe's mouse lemur is the smallest of the mouse lemurs and the smallest primate in the world; the average body length is 9.2 cm (3.6 in) and seasonal weight is around 30 g (1.1 oz). Microcebus berthae is one of many species of Malagasy lemurs that came about through extensive speciation, caused by unknown environmental mechanisms and conditions."
Madagascar,Lowland streaked tenrec,Lowland streaked tenrec,MAMMALIA,VU,Rainforest floor,https://upload.wikimedia.org/wikipedia/commons/7/7d/Lowland_Streaked_Tenrec%2C_Mantadia%2C_Madagascar.jpg,Wikimedia Commons,"The lowland streaked tenrec is a small tenrec found in Madagascar. It belongs to the family Tenrecidae in the order Afrosoricida, and more specifically to the subfamily of the spiny tenrecs Tenrecinae. Its natural habitats are in tropical lowland rain forests in northern and eastern parts of Madagascar."
Madagascar,Falanouc,Falanouc,MAMMALIA,VU,Rainforest floor,https://upload.wikimedia.org/wikipedia/commons/a/a3/Falanouc.jpg,Wikimedia Commons,Eupleres is a genus of two species of mongoose-like euplerid mammal native to Madagascar that are known as falanoucs. They are primarily terrestrial and consume mainly invertebrates.
Madagascar,Malagasy civet,Malagasy civet,MAMMALIA,VU,Forest edge,https://upload.wikimedia.org/wikipedia/commons/a/ac/Spotted_fanaloka_%28Fossa_fossana%29.jpg,Wikimedia Commons,"The Malagasy or striped civet, also known as the fanaloka or jabady, is an euplerid endemic to Madagascar. It is the only species in genus Fossa."
Madagascar,Madagascar flying fox,Madagascar flying fox,MAMMALIA,EN,Coastal forest,https://upload.wikimedia.org/wikipedia/commons/9/97/Pteropus_rufus_ii.jpg,Wikimedia Commons,"The Madagascan flying fox, Madagascar flying-fox, or Madagascar fruit bat is a species of megabat in the genus Pteropus. It is endemic to Madagascar. Its natural habitats are diverse, and include moist lowland forests, dry forests, succulent woodlands, and spiny thickets, and mangroves. It eats figs and other fruits, flowers, and leaves. It is threatened by habitat loss."
Madagascar,Madagascar pygmy kingfisher,Madagascar pygmy kingfisher,AVES,LC,Rainforest understory,https://upload.wikimedia.org/wikipedia/commons/0/04/Ceyx_madagascariensis_-Mantadia_National_Park%2C_Madagascar-8.jpg,Wikimedia Commons,"The Madagascar pygmy kingfisher is a species of bird in the family Alcedinidae. 
It is endemic to Madagascar and found in western dry deciduous forests."
Madagascar,Helmet vanga,Helmet vanga,AVES,VU,Rainforest,https://upload.wikimedia.org/wikipedia/commons/9/9b/Helmet_vanga_%28Euryceros_prevostii%29.jpg,Wikimedia Commons,"The helmet vanga is a distinctive-looking bird of the vanga family, Vangidae, and is classified in its own genus, Euryceros. It is mainly blue-black, with rufous wings and a huge arched blue bill. It is restricted to lowland and lower montane rainforests of northeastern Madagascar. Its diet is composed of invertebrates, predominantly insects. The species is threatened by habitat loss."
Madagascar,Cuckoo roller,Cuckoo roller,AVES,LC,Forest canopy,https://upload.wikimedia.org/wikipedia/commons/9/9b/Leptosomusdiscolorcrop.jpg,Wikimedia Commons,"The cuckoo-roller or courol is the only bird in the family Leptosomidae, which was previously often placed in the order Coraciiformes but is now placed in its own order Leptosomiformes. The cuckoo-roller is at the root of a group that contains the Trogoniformes, Bucerotiformes, Piciformes, and Coraciiformes. Despite its name, the Cuckoo-roller does not share close evolutionary origins with cuckoos or rollers."
Madagascar,Oustalet's chameleon,Oustalet's chameleon,REPTILIA,LC,Dry forest,https://upload.wikimedia.org/wikipedia/commons/2/2e/Oustalet%27s_chameleon_%28Furcifer_oustaleti%29_male_Montagne_d%E2%80%99Ambre.jpg,Wikimedia Commons,"The Malagasy giant chameleon or Oustalet's chameleon is a large species of chameleon which is native to the entirety of Madagascar, but also has been introduced near Nairobi in Kenya and in Miami-Dade County in the United States. It occurs in a wide range of habitats, even among degraded vegetation within villages, but is relatively rare in the interior of primary forest."
Madagascar,Parson's chameleon,Parson's chameleon,REPTILIA,VU,Rainforest,https://upload.wikimedia.org/wikipedia/commons/4/42/Calumma_Parsonii_Ste_Marie_Madagascar.jpg,Wikimedia Commons,"Parson's chameleon is a species of chameleon in the family Chamaeleonidae that is endemic to eastern and northern Madagascar. It is found from lowlands to an altitude of 1,195 m (3,920 ft) above sea level and mainly inhabits humid primary forest, but can also occur in disturbed habitats with trees. For a chameleon, it is very large, long-lived and slow-reproducing."
Madagascar,Madagascar ground boa,Madagascar ground boa,REPTILIA,NT,Dry forest,https://upload.wikimedia.org/wikipedia/commons/0/0e/Madagascar_ground_boa_%28Acrantophis_madagascariensis%29_Lokobe.jpg,Wikimedia Commons,Acrantophis madagascariensis is a species of boid snake in the subfamily Sanziniinae that is endemic to the island of Madagascar. Its common names include the Madagascar ground boa and Malagasy ground boa.
Madagascar,Madagascar tree boa,Madagascar tree boa,REPTILIA,LC,Rainforest,https://upload.wikimedia.org/wikipedia/commons/d/de/Madagascar_Ground_Boa_%28Sanzinia_madagascariensis%29_%287629832256%29.jpg,Wikimedia Commons,"Sanzinia madagascariensis, also known as the Madagascar tree boa or Malagasy tree boa, is a boa species endemic to the island of Madagascar. It was once considered conspecific with the Nosy Komba ground boa. Like all other boas, it is non-venomous."
Madagascar,Satanic leaf-tailed gecko,Satanic leaf-tailed gecko,REPTILIA,VU,Montane rainforest,https://upload.wikimedia.org/wikipedia/commons/f/fe/Uroplatus_phantasticus_12893423.jpg,Wikimedia Commons,"Uroplatus phantasticus, the satanic leaf-tailed gecko, eyelash leaf-tailed gecko or the phantastic leaf-tailed gecko, is a species of gecko indigenous to the island of Madagascar. First described in 1888 by George Albert Boulenger, U. phantasticus is the smallest in body of the Uroplatus geckos, though there is an ongoing debate as to whether one of its cousins, U. ebenaui, is smaller because of its shorter tail."
Madagascar,Catharanthus roseus,Madagascar periwinkle,MAGNOLIOPSIDA,LC,Coastal scrub,https://upload.wikimedia.org/wikipedia/commons/c/ce/Catharanthus_roseus_%28Pink_Madagascar_Periwinkle%29.jpg,Wikimedia Commons,"Catharanthus roseus, commonly known as bright eyes, Cape periwinkle, graveyard plant, Madagascar periwinkle, old maid, pink periwinkle, rose periwinkle, is a perennial species of flowering plant in the family Apocynaceae. It is native and endemic to Madagascar, but is grown elsewhere as an ornamental and medicinal plant, and now has a pantropical distribution. It is a source of the drugs vincristine and vinblastine, used to treat cancer. It was formerly included in the genus Vinca as Vinca rosea."
Madagascar,Ravenala madagascariensis,Traveller's tree,MAGNOLIOPSIDA,LC,Moist forests,https://upload.wikimedia.org/wikipedia/commons/a/a4/Ravenala%2C_travellers_palms%2C_on_Maui.jpg,Wikimedia Commons,"Ravenala madagascariensis, commonly known as the traveller's tree, traveller's palm or East-West palm, is a species of monocotyledonous flowering plant found in Madagascar. It is not a true palm but a member of the family Strelitziaceae."
Madagascar,Adansonia grandidieri,Grandidier's baobab,MAGNOLIOPSIDA,EN,Spiny forest,https://upload.wikimedia.org/wikipedia/commons/a/a8/Adansonia_grandidieri04.jpg,Wikimedia Commons,"Adansonia grandidieri is the biggest and most famous of Madagascar's six species of baobabs. It is sometimes known as Grandidier's baobab or the giant baobab. In French it is called Baobab malgache. The local name is renala or reniala. This tree is endemic to the island of Madagascar, where it is an endangered species threatened by the encroachment of agricultural land. This is the tree found at the Avenue of the Baobabs."
Madagascar,Pachypodium lamerei,Madagascar palm,MAGNOLIOPSIDA,LC,Spiny forest,https://upload.wikimedia.org/wikipedia/commons/1/1b/Pachypodium_lamerei_-_Cactualdea_San_Nicol%C3%A1s.JPG,Wikimedia Commons,"Pachypodium lamerei is a species of flowering plant in the family Apocynaceae. It is a stem succulent, photosynthesizing mainly through its trunk, and comes from the island of Madagascar, off the east coast of Africa. It has large thorns and leaves mostly just at the top of the plant, and large, fragrant flowers. The species has become one of the best known pachypodiums in cultivation, being relatively easy to propagate and grow. In cultivation it is often marketed as the Madagascar palm, despite its not being a palm at all. A variety called ""Ramosum"" has been described. It is distinguished mostly by a dwarf growth habit and its more rounded corolla lobe."
Madagascar,Alluaudia procera,Madagascar ocotillo,MAGNOLIOPSIDA,VU,Spiny forest,https://upload.wikimedia.org/wikipedia/commons/d/d6/Alluaudia_Procera_Ifaty_Madagascar.jpg,Wikimedia Commons,"Alluaudia procera, or Madagascar ocotillo, is a deciduous succulent plant species of the family Didiereaceae. It is endemic to south Madagascar."
Borneo,Bornean orangutan,Bornean orangutan,MAMMALIA,CR,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/d/d6/Tanjung_Puting30477.jpg,Wikimedia Commons,"The Bornean orangutan is an orangutan species endemic to the island of Borneo. It belongs to the only genus of great apes native to Asia and is the largest of the three Pongo species. It has a coarse, reddish coat and up to 1.5 m long arms. It is sexually dimorphic — males are larger than females and develop large cheek pads (flanges), for example."
Borneo,Proboscis monkey,Proboscis monkey,MAMMALIA,EN,Mangrove forest,https://upload.wikimedia.org/wikipedia/commons/e/e5/Proboscis_Monkey_in_Borneo.jpg,Wikimedia Commons,"The proboscis monkey or long-nosed monkey is an arboreal Old World monkey with an unusually large nose, a reddish-brown skin color and a long tail. It is endemic to the Southeast Asian island of Borneo and is found mostly in mangrove forests and on the coastal areas of the island."
Borneo,Bornean elephant,Bornean pygmy elephant,MAMMALIA,EN,Rainforest,https://upload.wikimedia.org/wikipedia/commons/2/2a/%D0%A1%D0%BB%D0%BE%D0%BD-%D0%BC%D0%B0%D1%8F%D0%BA.jpg,Wikimedia Commons,"The Borneo elephant, also called the Bornean elephant or the Borneo pygmy elephant, is a subspecies of Asian elephant (Elephas maximus) that inhabits northeastern Borneo, in Indonesia and Malaysia. Its origin remains the subject of debate. A definitive subspecific classification as Elephas maximus borneensis awaits a detailed range-wide morphometric and genetic study. In 2024, the Borneo elephant has been listed as Endangered on the IUCN Red List as the population has declined by at least 50% over the last three generations, estimated to be 60–75 years. It is pre-eminently threatened by loss, degradation and fragmentation of habitat."
Borneo,Sun bear,Sun bear,MAMMALIA,VU,Tropical rainforest,https://upload.wikimedia.org/wikipedia/commons/e/eb/Sun-bear.jpg,Wikimedia Commons,"The sun bear is a bear species in the family Ursidae found in the tropical forests of Southeast Asia. It is the only species in the genus Helarctos and the smallest bear species, standing nearly 70 cm (28 in) at the shoulder and weighing 25–65 kg (55–143 lb). It is stockily built, with large paws, strongly curved claws, small, rounded ears and a short snout. The fur is generally short and jet black, but can vary from grey to red. The sun bear gets its name from its characteristic orange to cream-coloured chest patch."
